No. of LOC, Occurrences
eXoPortal-v1/exo/services/jcr/impl/src/java/org/exoplatform/services/jcr/impl/core/NodesStorage.java,2
eXoPortal-v1/exo/services/jcr/impl/src/java/org/exoplatform/services/jcr/impl/storage/filesystem/SimpleFsContainerImpl.java,2
eXoPortal-v1/exo/services/jcr/impl/src/java/org/exoplatform/services/jcr/impl/storage/filesystem/nodedata/FolderNodeContainer.java,1
eXoPortal-v1/exo/services/jcr/impl/src/test/org/exoplatform/services/jcr/impl/TestService.java,1
eXoPortal-v1/exo/services/organization/impl/src/java/org/exoplatform/services/organization/hibernate/OrganizationServiceListenerImpl.java,1
eXoPortal-v1/exo/services/wsrp/impl/src/java/org/exoplatform/services/wsrp/consumer/impl/ProducerRegistryImpl.java,1
eXoPortal-v1/exo/services/wsrp/impl/src/java/org/exoplatform/services/wsrp/producer/impl/PortletManagementOperationsInterfaceImpl.java,1
eXoPortal-v1/exo/services/wsrp/impl/src/java/org/exoplatform/services/wsrp/producer/impl/WSRPConfiguration.java,1
eXoPortal-v1/exo/services/xml-processing/impl/src/java/org/exoplatform/services/xml/querying/impl/xtas/UniFormTree.java,1
eXoPortal-v1/exo/services/xml-processing/impl/src/java/org/exoplatform/services/xml/resolving/impl/simple/SimpleDirResolvingServiceImpl.java,1
eXoPortal-v1/exo/services/xml-processing/impl/src/test/org/exoplatform/services/xml/querying/impl/xtas/TestUniFormTree.java,1
findbugs-1/findbugs-1.3.9/src/antTask/edu/umd/cs/findbugs/anttask/UnionBugs.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/BugCode.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/FuzzyBugComparator.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/Project.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/TestDesktopIntegration.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/Version.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/VersionInsensitiveBugComparator.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/BlockType.java,2
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/Path.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/PruneInfeasibleExceptionEdges.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/ch/Subtypes2.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/interproc/PropertyDatabase.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/npe/IsNullValueFrame.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/obl/ObligationSet.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/type/ExceptionObjectType.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/type/ExceptionSet.java,2
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/ba/type/ThrownException.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/cloud/db/DBStats.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/config/UserPreferences.java,2
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/detect/FindRefComparison.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/detect/InfiniteLoop.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/detect/InfiniteRecursiveLoop2.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/detect/Naming.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/filter/CompoundMatcher.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/filter/Filter.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/filter/LocalMatcher.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/graph/AbstractVertex.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/gui/AboutDialog.java,2
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/io/IO.java,2
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/util/MultiMap.java,1
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/util/Util.java,7
findbugs-1/findbugs-1.3.9/src/java/edu/umd/cs/findbugs/workflow/Filter.java,1
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/AboutDialog.java,2
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/AnalyzingDialog.java,1
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/BugLeafNode.java,1
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/FindBugsLayoutManagerFactory.java,1
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/MainFrame.java,2
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/gui2/SourceDirectoryWizard.java,1
findbugs-1/findbugs-1.3.9/src/java5/edu/umd/cs/findbugs/sourceViewer/NumberedViewFactory.java,1
freecol-0/freecol/src/net/sf/freecol/FreeCol.java,1
freecol-0/freecol/src/net/sf/freecol/client/ClientOptions.java,1
freecol-0/freecol/src/net/sf/freecol/client/control/InGameInputHandler.java,1
freecol-0/freecol/src/net/sf/freecol/client/control/MapEditorController.java,1
freecol-0/freecol/src/net/sf/freecol/client/control/PreGameInputHandler.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/Canvas.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/i18n/Messages.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/i18n/TurnSelector.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/menu/FreeColMenuTest.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/panel/BuildQueuePanel.java,1
freecol-0/freecol/src/net/sf/freecol/client/gui/panel/OptionsDialog.java,1
freecol-0/freecol/src/net/sf/freecol/common/io/FreeColDataFile.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Ability.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Colony.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/EquipmentType.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Feature.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/FeatureContainer.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/FreeColObject.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Game.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Map.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/Player.java,2
freecol-0/freecol/src/net/sf/freecol/common/model/Region.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/StringTemplate.java,1
freecol-0/freecol/src/net/sf/freecol/common/model/UnitTypeChange.java,1
freecol-0/freecol/src/net/sf/freecol/common/resources/ColorResource.java,1
freecol-0/freecol/src/net/sf/freecol/common/resources/SZAResource.java,1
freecol-0/freecol/src/net/sf/freecol/common/util/XMLStream.java,1
freecol-0/freecol/src/net/sf/freecol/server/ai/AIPlayer.java,1
freecol-0/freecol/src/net/sf/freecol/server/control/InputHandler.java,1
freecol-0/freecol/src/net/sf/freecol/server/control/UserConnectionHandler.java,1
freecol-0/freecol/src/net/sf/freecol/server/generator/LandGenerator.java,1
freecol-0/freecol/test/src/net/sf/freecol/client/gui/sound/SoundTest.java,1
freecs-1/freecs-1.3.20100406/src/freecs/content/ContentContainer.java,1
freecs-1/freecs-1.3.20100406/src/freecs/core/CentralSelector.java,1
freecs-1/freecs-1.3.20100406/src/freecs/core/Group.java,1
freecs-1/freecs-1.3.20100406/src/freecs/core/Membership.java,1
freecs-1/freecs-1.3.20100406/src/freecs/core/User.java,1
freecs-1/freecs-1.3.20100406/src/freecs/external/AdminCore.java,1
freecs-1/freecs-1.3.20100406/src/freecs/layout/TemplateSet.java,1
galleon-2/src/org/lnicholls/galleon/app/AppDescriptor.java,1
galleon-2/src/org/lnicholls/galleon/apps/podcasting/Podcasting.java,1
galleon-2/src/org/lnicholls/galleon/apps/videocasting/Videocasting.java,1
galleon-2/src/org/lnicholls/galleon/database/NetworkServerManager.java,1
galleon-2/src/org/lnicholls/galleon/downloads/DownloadThread.java,1
galleon-2/src/org/lnicholls/galleon/gui/FileOptionsTable.java,1
galleon-2/src/org/lnicholls/galleon/gui/Galleon.java,1
galleon-2/src/org/lnicholls/galleon/server/ServiceWrapper.java,1
galleon-2/src/org/lnicholls/galleon/togo/DownloadThread.java,1
galleon-2/src/org/lnicholls/galleon/util/DummySSLSocketFactory.java,1
galleon-2/src/org/lnicholls/galleon/util/JarClassLoader.java,1
galleon-2/src/org/lnicholls/galleon/widget/DefaultApplication.java,1
galleon-2/src/org/lnicholls/galleon/widget/MusicInfo.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/GanttPreviousState.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/GanttProject.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/action/task/TaskActionBase.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/document/FileDocument.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/export/ExportFileWizardImpl.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/export/WebPublisher.java,2
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/gui/GanttStatusBar.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/gui/GanttTaskPropertiesBean.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/gui/ProjectUIFacadeImpl.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/gui/taskproperties/TaskAllocationsPanel.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/print/PrintManager.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/net/sourceforge/ganttproject/shape/ShapePaint.java,1
ganttproject-2/ganttproject-2.0.9-src/ganttproject/src/org/w3c/util/DateParser.java,1
ganttproject-2/ganttproject-2.0.9-src/org.ganttproject.impex.htmlpdf/src/org/ganttproject/impex/htmlpdf/ExporterToPDF.java,1
hadoop-1/hadoop-1.0.0/src/contrib/capacity-scheduler/src/test/org/apache/hadoop/mapred/TestCapacityScheduler.java,2
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/ImageLibrary.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewDriverWizard.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewMapperWizard.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/NewReducerWizard.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/actions/DFSActionImpl.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSContentProvider.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSFile.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/dfs/DFSLocationsRoot.java,1
hadoop-1/hadoop-1.0.0/src/contrib/eclipse-plugin/src/java/org/apache/hadoop/eclipse/server/HadoopJob.java,1
hadoop-1/hadoop-1.0.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/CPUParser.java,1
hadoop-1/hadoop-1.0.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/LocalStore.java,1
hadoop-1/hadoop-1.0.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/PersistentState.java,2
hadoop-1/hadoop-1.0.0/src/contrib/failmon/src/java/org/apache/hadoop/contrib/failmon/SensorsParser.java,1
hadoop-1/hadoop-1.0.0/src/contrib/fairscheduler/src/java/org/apache/hadoop/mapred/FairScheduler.java,2
hadoop-1/hadoop-1.0.0/src/contrib/fairscheduler/src/java/org/apache/hadoop/mapred/FairSchedulerEventLog.java,1
hadoop-1/hadoop-1.0.0/src/contrib/fairscheduler/src/java/org/apache/hadoop/mapred/FairSchedulerServlet.java,1
hadoop-1/hadoop-1.0.0/src/contrib/index/src/java/org/apache/hadoop/contrib/index/mapred/Shard.java,1
hadoop-1/hadoop-1.0.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingEmptyInpNonemptyOut.java,1
hadoop-1/hadoop-1.0.0/src/contrib/streaming/src/test/org/apache/hadoop/streaming/TestStreamingStatus.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/fs/FileStatus.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/IOUtils.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/SequenceFile.java,2
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/WritableComparator.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/compress/zlib/ZlibCompressor.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/compress/zlib/ZlibDecompressor.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/BCFile.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/Chunk.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/file/tfile/TFile.java,2
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/io/serializer/DeserializerComparator.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/ipc/Client.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/metrics/spi/CompositeContext.java,2
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/metrics2/Metric.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/NetworkTopology.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocketIOWithTimeout.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/SocksSocketFactory.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/net/StandardSocketFactory.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/record/meta/TypeID.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/security/SecurityUtil.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/security/User.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/security/UserGroupInformation.java,2
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/util/DiskChecker.java,1
hadoop-1/hadoop-1.0.0/src/core/org/apache/hadoop/util/bloom/DynamicBloomFilter.java,1
hadoop-1/hadoop-1.0.0/src/examples/org/apache/hadoop/examples/terasort/TeraGen.java,1
hadoop-1/hadoop-1.0.0/src/hdfs/org/apache/hadoop/hdfs/server/common/UpgradeObjectCollection.java,1
hadoop-1/hadoop-1.0.0/src/hdfs/org/apache/hadoop/hdfs/server/datanode/DataNode.java,4
hadoop-1/hadoop-1.0.0/src/hdfs/org/apache/hadoop/hdfs/server/namenode/BlocksMap.java,1
hadoop-1/hadoop-1.0.0/src/hdfs/org/apache/hadoop/hdfs/server/namenode/INode.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/CompletedJobStatusStore.java,2
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/EagerTaskInitializationListener.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/FileInputFormat.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/IndexCache.java,2
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/JobConf.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/JobInProgress.java,7
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/JobTracker.java,5
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/StatisticsCollector.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/TaskTracker.java,4
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/TextOutputFormat.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/join/InnerJoinRecordReader.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapred/lib/db/DBInputFormat.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/input/SequenceFileRecordReader.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/lib/output/TextOutputFormat.java,2
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/security/TokenCache.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/security/token/DelegationTokenRenewal.java,1
hadoop-1/hadoop-1.0.0/src/mapred/org/apache/hadoop/mapreduce/server/tasktracker/userlogs/UserLogManager.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/fs/TestFileSystemCaching.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/fs/TestGlobPaths.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/fs/loadGenerator/LoadGenerator.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/MiniDFSCluster.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/NNBenchWithoutMR.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/TestDFSPermission.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/TestDecommission.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/TestFileConcurrentReader.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/TestLeaseRecovery2.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/TestShortCircuitLocalRead.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/hdfs/server/namenode/TestBlockTokenWithDFS.java,3
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/io/file/tfile/TestTFileByteArrays.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/io/file/tfile/TestTFileStreams.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/ipc/TestIPC.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/ipc/TestIPCServerResponder.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/ipc/TestRPC.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/ipc/TestSocketFactory.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/ClusterWithLinuxTaskController.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestCollect.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestEmptyJob.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestJobHistoryServer.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestJobTrackerRestart.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestJobTrackerRestartWithLostTracker.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestJobTrackerSafeMode.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestJvmManager.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestKillSubProcesses.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestLostTracker.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestMiniMRChildTask.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestMiniMRTaskTempDir.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestRawHistoryFile.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestSequenceFileInputFilter.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestSetupAndCleanupFailure.java,2
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/TestWebUIAuthorization.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapred/lib/TestKeyFieldHelper.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/mapreduce/security/token/TestDelegationTokenRenewal.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/security/authentication/client/AuthenticatorTestCase.java,1
hadoop-1/hadoop-1.0.0/src/test/org/apache/hadoop/security/token/delegation/TestDelegationToken.java,1
hadoop-1/hadoop-1.0.0/src/test/system/java/org/apache/hadoop/hdfs/TestBalancer.java,1
hadoop-1/hadoop-1.0.0/src/test/system/java/org/apache/hadoop/mapred/TestCluster.java,2
hadoop-1/hadoop-1.0.0/src/test/system/java/org/apache/hadoop/test/system/process/HadoopDaemonRemoteCluster.java,1
hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/DistTool.java,1
hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/rumen/DefaultOutputter.java,1
hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/rumen/Node.java,1
hadoop-1/hadoop-1.0.0/src/tools/org/apache/hadoop/tools/rumen/ParsedHost.java,1
heritrix-1/heritrix-1.14.4/src/java/org/apache/commons/pool/impl/FairGenericObjectPoolTest.java,1
heritrix-1/heritrix-1.14.4/src/java/org/apache/commons/pool/impl/GenericObjectPool.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/Heritrix.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/WebappLifecycle.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/admin/CrawlJob.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/admin/CrawlJobHandler.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/admin/StatisticsSummary.java,5
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/admin/ui/JobConfigureUtils.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/datamodel/CrawlHost.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/datamodel/CrawlServer.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/extractor/ExtractorCSS.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/extractor/ExtractorHTML.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/extractor/ExtractorJS.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/extractor/ExtractorXML.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/extractor/HTTPContentDigest.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/fetcher/FetchFTP.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/fetcher/FetchHTTP.java,3
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/framework/Checkpointer.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/framework/CrawlScope.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/framework/ToePool.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/framework/WriterPoolProcessor.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/frontier/AbstractFrontier.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/io/CrawlerJournal.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/processor/LexicalCrawlMapper.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/util/BenchmarkUriUniqFilters.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/util/CheckpointUtils.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/util/DiskFPMergeUriUniqFilter.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/crawler/util/LogReader.java,5
heritrix-1/heritrix-1.14.4/src/java/org/archive/httpclient/ThreadLocalHttpConnectionManager.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/io/RandomAccessInputStream.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/io/RecordingOutputStream.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/io/arc/ARCRecord.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/net/PublicSuffixes.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/util/ArchiveUtils.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/util/CachedBdbMap.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/util/DevUtils.java,2
heritrix-1/heritrix-1.14.4/src/java/org/archive/util/JEApplicationMBean.java,1
heritrix-1/heritrix-1.14.4/src/java/org/archive/util/anvl/ANVLRecord.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/ClientConnection.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Constraint.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Database.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/DatabaseURL.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/ExpressionColumnAccessor.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Like.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/QuerySpecification.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/RangeVariable.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Routine.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/SchemaManager.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Session.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/Table.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/cmdline/SqlFile.java,7
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/cmdline/SqlTool.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/cmdline/sqltool/Token.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/jdbc/JDBCSQLXML.java,2
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/ArrayUtil.java,3
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/OrderedHashSet.java,1
hsqldb-2/hsqldb-2.0.0/hsqldb/src/org/hsqldb/lib/tar/DbBackup.java,1
